MEAN_DEMAND,LEAD_MODE,DISRUPT_DAYS,Method,Run,fill_rate,cost,lost_demand,bullwhip
20,14,60,DQN_1200,13,92.76261373035568,130630.5,525,8.520503898049387
20,14,60,DQN_1200,14,91.6701432345988,131317.0,599,8.309210095736372
20,14,60,DQN_1200,15,91.48641153632832,131029.0,614,8.325229061060227
20,14,60,DQN_1200,16,92.58099646065888,131221.0,545,8.347401648438442
20,14,60,DQN_1200,17,93.49291511899848,130890.0,473,8.597241066184223
20,14,60,DQN_1200,18,92.08339010764408,131455.0,581,8.267892168396848
20,14,60,DQN_1200,19,91.52287044645304,131480.0,619,8.280365850771986
20,14,60,DQN_1200,20,91.24982775251482,131762.5,635,8.638504315123189
20,14,60,DQN_1200,21,92.42776940983155,131824.5,553,8.499224518398663
20,14,60,DQN_1200,22,93.67369589345172,130957.0,456,8.699654777317956
20,14,60,DQN_1200,23,92.03515517714914,130014.5,580,8.657599271474202
20,14,60,DQN_1200,24,92.8089268494283,131072.0,522,8.309210095736372
20,14,60,DQN_1200,25,91.92977681001634,132122.0,593,8.200892902518227
20,14,60,DQN_1200,26,93.73793103448276,130300.5,454,8.356388948251317
20,14,60,DQN_1200,27,93.1510485797717,129467.0,516,8.734635869016433
20,14,60,DQN_1200,28,93.48213063124744,130230.0,476,8.49127243924345
20,14,60,DQN_1200,29,92.0050406048726,131344.0,571,8.53942321945682
20,14,90,DQN_1200,0,83.42715913771798,105835.5,1207,26.358278900169022
20,14,90,DQN_1200,1,80.19775159149397,98915.5,1462,27.01173962720879
20,14,90,DQN_1200,2,84.16839199447895,111132.0,1147,25.859951641347863
20,14,90,DQN_1200,3,84.17704385489984,101113.0,1169,26.618098637576505
20,14,90,DQN_1200,4,82.43114909781576,106357.0,1295,26.474281787649872
20,14,90,DQN_1200,5,77.06098057856852,104262.5,1689,26.78364207552437
20,14,90,DQN_1200,6,81.5569845396087,93606.0,1348,26.14637549973831
20,14,90,DQN_1200,7,83.09628008752735,106616.5,1236,25.86376101776116
20,14,90,DQN_1200,8,80.4580766139834,109909.5,1459,26.12986319180064
20,14,90,DQN_1200,9,84.21124640853742,98365.5,1154,26.77067740457025
20,14,90,DQN_1200,10,84.35016835016836,101992.5,1162,26.347241675922028
20,14,90,DQN_1200,11,84.3522757877727,96897.5,1162,26.63053864063748
20,14,90,DQN_1200,12,84.5213849287169,103963.0,1140,26.01369502333575
20,14,90,DQN_1200,13,85.14796971782519,107163.5,1079,26.587590737687258
20,14,90,DQN_1200,14,81.23346791034388,106749.0,1348,26.278600303813107
20,14,90,DQN_1200,15,83.44827586206897,99294.5,1200,26.564324788578237
20,14,90,DQN_1200,16,83.5637060353086,103029.5,1201,26.404442724831974
20,14,90,DQN_1200,17,82.06296603148301,100419.5,1299,26.55655316573079
20,14,90,DQN_1200,18,84.07960199004975,102932.0,1152,26.102163701440368
20,14,90,DQN_1200,19,79.74442631865143,105286.5,1490,26.72925350728783
20,14,90,DQN_1200,20,81.25419632066604,100789.0,1396,26.409168358562145
20,14,90,DQN_1200,21,85.00278241513634,99252.5,1078,26.55528122908773
20,14,90,DQN_1200,22,83.16939890710383,108049.5,1232,26.434523109179743
